event_id,start_year,end_year,country,alliance,casualties_mil_k,casualties_civ_k,military_personnel_k,front,total_casualties_k,casualty_ratio
74,1939,1946,china,allies,1207480,89510,1949440,european,1296990,0.06901363927246933
75,1940,1946,italy,axis,652950,169060,244440,pacific,822010,0.20566659772995463
76,1941,1946,poland,allies,1093770,246640,1303060,eastern_front,1340410,0.18400340194418127
77,1939,1946,italy,axis,981910,1194620,2017060,atlantic,2176530,0.5488644769426564
78,1939,1946,united_kingdom,allies,709020,365340,1675140,pacific,1074360,0.340053613313973
79,1941,1945,united_kingdom,allies,318790,55710,854350,asia,374500,0.14875834445927905
80,1939,1945,united_kingdom,allies,1493430,1190,231190,north_africa,1494620,0.0007961889978723689
81,1941,1945,united_states,allies,372230,569540,1635110,european,941770,0.6047548764560349
82,1942,1946,united_kingdom,allies,1301160,797670,2985440,pacific,2098830,0.38005460184960194
83,1939,1945,united_kingdom,allies,729320,1012630,1643080,asia,1741950,0.5813197852980855
84,1940,1945,united_kingdom,allies,1375880,177680,979450,pacific,1553560,0.11436957697160072
85,1942,1946,china,allies,1436460,268360,4814930,european,1704820,0.15741251275794513
86,1940,1945,united_states,allies,216860,408140,2713070,north_africa,625000,0.653024
87,1940,1945,france,allies,10440,994770,513669,pacific,1005210,0.9896141104843764
88,1941,1945,japan,axis,542510,130530,1724500,asia,673040,0.19394092475930108
89,1942,1945,italy,axis,797280,171150,177040,north_africa,968430,0.17672934543539542
90,1940,1946,japan,axis,415400,1101300,452630,atlantic,1516700,0.7261159095404497
91,1940,1945,poland,allies,982810,443260,2500750,european,1426070,0.3108262567756141
92,1941,1946,germany,axis,717110,584400,4779360,eastern_front,1301510,0.44901691112630715
93,1940,1946,germany,axis,305310,582070,541930,european,887380,0.6559422119047083
94,1939,1945,poland,allies,441530,135720,429750,north_africa,577250,0.2351147682979645
95,1942,1945,china,allies,1269650,526780,125590,pacific,1796430,0.2932371425549562
96,1941,1945,japan,axis,1237290,795050,1114020,north_africa,2032340,0.391199307202535
97,1941,1946,poland,allies,115610,877190,3285190,pacific,992800,0.8835515713134569
98,1939,1946,germany,axis,1069400,168670,4099720,north_africa,1238070,0.1362362386617881
99,1940,1945,soviet_union,allies,2370,1036380,3851810,eastern_front,1038750,0.9977184115523465
100,1942,1946,canada,allies,1028200,629920,2198120,asia,1658120,0.37990012785564375
101,1941,1946,united_kingdom,allies,712930,727330,2200290,north_africa,1440260,0.5049990973851943
102,1939,1945,japan,axis,10660,668130,3212060,eastern_front,678790,0.9842955847905832
103,1939,1945,soviet_union,allies,728200,419790,4373190,atlantic,1147990,0.3656739170201831
104,1939,1946,united_kingdom,allies,723320,358670,4188880,eastern_front,1081990,0.3314910489006368
105,1939,1945,united_states,allies,158980,908290,2385690,eastern_front,1067270,0.8510405052142382
106,1939,1946,canada,allies,1072020,360160,4600320,north_africa,1432180,0.2514767696797889
107,1942,1945,china,allies,1335390,462830,718080,eastern_front,1798220,0.2573823002747161
108,1942,1946,japan,axis,907790,897020,460340,north_africa,1804810,0.4970163064256071
109,1942,1945,japan,axis,238650,889180,4378290,pacific,1127830,0.7883989608362962
110,1942,1945,poland,allies,641940,79480,2568370,eastern_front,721420,0.11017160599927919
111,1939,1946,soviet_union,allies,192000,72820,2053510,european,264820,0.27497923117589307
112,1941,1946,china,allies,1152730,988470,3375020,atlantic,2141200,0.4616430039230338
113,1939,1945,france,allies,1121750,212550,4586940,pacific,1334300,0.1592970096679907
114,1940,1945,japan,axis,602130,625640,1977430,atlantic,1227770,0.5095742687962729
115,1940,1945,canada,allies,1172530,684700,3229370,european,1857230,0.36866731637976985
116,1939,1945,germany,axis,853530,1180560,1831200,north_africa,2034090,0.5803872984971167
117,1942,1946,china,allies,976970,140930,3544490,european,1117900,0.12606673226585563
118,1940,1945,china,allies,1117710,481410,3601770,eastern_front,1599120,0.3010468257541648
119,1942,1946,italy,axis,1478780,878850,3423590,eastern_front,2357630,0.37276841573953506
120,1940,1945,canada,allies,51890,802400,2191870,asia,854290,0.9392595020426319
121,1939,1945,china,allies,103490,863470,4551100,asia,966960,0.8929738562091504
122,1942,1946,soviet_union,allies,640500,225790,3154850,atlantic,866290,0.26064020131826526
123,1941,1946,france,allies,1052640,979610,774210,asia,2032250,0.4820322302866281
124,1940,1946,soviet_union,allies,658240,98940,3004660,pacific,757180,0.13066906151773686
125,1941,1946,soviet_union,allies,789960,4400,1151440,atlantic,794360,0.0055390503046477664
126,1942,1945,germany,axis,1205580,863940,1468810,atlantic,2069520,0.4174591209555839
127,1940,1946,poland,allies,146130,959490,635650,asia,1105620,0.8678298149454605
128,1942,1946,germany,axis,992690,2870,305420,european,995560,0.002882799630358793
129,1941,1945,japan,axis,103690,652470,3519320,north_africa,756160,0.862872936944562
130,1939,1946,poland,allies,743590,655570,2434450,eastern_front,1399160,0.468545412962063
131,1940,1946,united_states,allies,402230,711240,4828470,european,1113470,0.6387599127053266
132,1941,1945,france,allies,1107840,478520,3433880,atlantic,1586360,0.3016465367255856
133,1940,1945,italy,axis,293260,996520,1653650,north_africa,1289780,0.7726278900277567
134,1942,1946,germany,axis,911490,232440,2630290,atlantic,1143930,0.20319425139650155
135,1942,1946,italy,axis,226620,154350,2356700,atlantic,380970,0.4051500118119537
136,1939,1946,japan,axis,454910,271610,364350,eastern_front,726520,0.37385068545945055
137,1942,1946,france,allies,1449600,110230,2775070,pacific,1559830,0.07066795740561471
138,1942,1946,france,allies,1079240,668410,112860,north_africa,1747650,0.38246216347666867
139,1939,1945,japan,axis,448050,340830,3537860,asia,788880,0.43204289625798603
140,1942,1945,united_kingdom,allies,1381670,1104440,1439090,european,2486110,0.4442442208912719
141,1942,1946,china,allies,606250,38790,239860,eastern_front,645040,0.06013580553143991
142,1939,1945,italy,axis,671360,504390,2671230,pacific,1175750,0.4289942589836275
143,1942,1946,canada,allies,672380,1197200,4924900,european,1869580,0.6403577274040159
144,1941,1945,japan,axis,419030,539810,3367490,eastern_front,958840,0.5629823536773602
145,1939,1945,soviet_union,allies,1222110,385770,4660120,pacific,1607880,0.23992462124039107
146,1940,1945,poland,allies,803000,1044740,195060,asia,1847740,0.5654150475716281
147,1941,1946,italy,axis,1336030,420190,4309580,european,1756220,0.2392581794991516
148,1942,1946,soviet_union,allies,429480,1196970,1840830,european,1626450,0.7359402379415291
149,1939,1945,poland,allies,296370,162810,1729950,atlantic,459180,0.3545668365346923
150,1939,1945,canada,allies,1181190,527310,388280,asia,1708500,0.30863915715539947
151,1940,1945,france,allies,118280,360460,4112890,pacific,478740,0.752934787149601
152,1941,1945,poland,allies,921390,1049900,4775080,atlantic,1971290,0.5325954070684679
153,1939,1946,germany,axis,849090,515140,4835300,eastern_front,1364230,0.3776049493120662
154,1941,1946,united_kingdom,allies,1190640,369580,2164400,eastern_front,1560220,0.23687685070054224
155,1941,1945,japan,axis,22720,916710,465780,european,939430,0.9758151219356418
156,1939,1945,italy,axis,134550,1038819,1040510,european,1173369,0.8853301902470578
157,1939,1945,united_kingdom,allies,265220,1178980,179240,asia,1444200,0.8163550754743111
158,1942,1945,japan,axis,247900,738090,2673080,pacific,985990,0.7485775717806469
159,1941,1945,china,allies,248150,715710,1412380,pacific,963860,0.7425455979084099
160,1941,1945,germany,axis,994040,785370,4961120,european,1779410,0.44136539639543443
161,1941,1946,canada,allies,428350,151640,3309710,asia,579990,0.26145278366868396
162,1939,1946,japan,axis,287220,497690,1196710,eastern_front,784910,0.6340726962326891
163,1941,1946,united_states,allies,964440,740200,761270,atlantic,1704640,0.43422658156560917
164,1939,1946,united_kingdom,allies,339270,472580,3657980,asia,811850,0.582102605161052
165,1941,1945,united_kingdom,allies,809200,683310,2634340,north_africa,1492510,0.45782607821723137
166,1939,1946,italy,axis,1210560,115200,2495650,atlantic,1325760,0.08689355539464157
167,1940,1946,china,allies,569860,757830,778770,north_africa,1327690,0.5707883617410691
168,1940,1946,italy,axis,228250,360460,1913360,atlantic,588710,0.6122878836778719
169,1942,1945,italy,axis,866670,1116380,2007370,atlantic,1983050,0.5629610952825194
170,1940,1946,italy,axis,1206500,1141680,1518240,atlantic,2348180,0.4861978212913831
171,1940,1946,poland,allies,873040,812380,1145030,european,1685420,0.48200448552882963
172,1941,1945,italy,axis,13460,23620,4102490,asia,37080,0.6370010787486515
173,1940,1946,canada,allies,816980,388400,3572910,pacific,1205380,0.3222220378635783
174,1941,1945,italy,axis,371990,1022550,4209450,european,1394540,0.733252542056879
175,1940,1946,canada,allies,910900,953970,2534950,eastern_front,1864870,0.5115477218251138
176,1940,1945,united_states,allies,1122040,108140,4259700,asia,1230180,0.08790583491846722
177,1942,1946,japan,axis,1142020,919270,4139850,pacific,2061290,0.44596830140349003
178,1941,1946,china,allies,1105720,712150,2220300,north_africa,1817870,0.3917496850709897
179,1940,1945,japan,axis,1123730,539340,2399090,asia,1663070,0.3243038477033438
180,1939,1945,china,allies,381100,341500,1329540,european,722600,0.4725989482424578
181,1942,1945,france,allies,1280550,512669,672680,eastern_front,1793219,0.28589313407899425
182,1942,1945,italy,axis,166970,1173290,678120,asia,1340260,0.8754196946861057
183,1939,1945,canada,allies,707390,474230,758430,pacific,1181620,0.4013388398977675
184,1941,1946,canada,allies,792060,98330,2527960,pacific,890390,0.11043475331034715
185,1942,1945,france,allies,899130,1140020,3838670,atlantic,2039150,0.5590662776156732
186,1939,1946,canada,allies,1256680,1126990,3607020,asia,2383670,0.47279615047384915
187,1941,1945,france,allies,853690,238150,3215040,north_africa,1091840,0.21811803927315357
188,1942,1946,united_states,allies,278580,665650,4558690,north_africa,944230,0.7049659510924245
189,1941,1946,germany,axis,71380,73700,665740,pacific,145080,0.5079955886407499
190,1941,1945,china,allies,451760,940170,2277710,asia,1391930,0.675443449024017
191,1940,1946,poland,allies,1393880,885140,2202110,atlantic,2279020,0.38838623618923923
192,1941,1946,italy,axis,1171680,843620,4227710,asia,2015300,0.4186076514662829
193,1940,1946,soviet_union,allies,1484990,450260,2975320,north_africa,1935250,0.23266244671231107
194,1939,1946,poland,allies,920850,898860,1087930,north_africa,1819710,0.4939578284451918
195,1942,1946,united_states,allies,1296290,477570,3518780,pacific,1773860,0.2692264327511754
196,1940,1945,italy,axis,1309060,953210,4471140,atlantic,2262270,0.4213511207769188
197,1942,1945,poland,allies,770930,204230,4328510,european,975160,0.20943229828951146
198,1939,1946,japan,axis,1042160,239570,533380,north_africa,1281730,0.18691144000686571
199,1939,1946,italy,axis,1298830,1146210,3115760,eastern_front,2445040,0.4687898766482348
200,1939,1945,germany,axis,304490,655040,2380070,european,959530,0.6826675559909539
201,1939,1945,soviet_union,allies,576350,269750,2776860,pacific,846100,0.31881574281999764
202,1942,1945,germany,axis,783730,1136660,3490140,eastern_front,1920390,0.5918901889720317
203,1942,1945,united_kingdom,allies,503320,508870,3791710,asia,1012190,0.5027415801381163
204,1939,1945,germany,axis,490890,933260,4475080,north_africa,1424150,0.655310185022645
205,1942,1945,germany,axis,451000,1005290,4393320,north_africa,1456290,0.6903089357202206
206,1942,1946,united_states,allies,102580,883830,4640820,atlantic,986410,0.8960067314808244
207,1942,1946,united_states,allies,417230,1032859,895780,eastern_front,1450089,0.7122728329088767
208,1940,1945,canada,allies,106680,854910,1073240,north_africa,961590,0.8890587464511902
209,1942,1946,united_kingdom,allies,287010,255720,1941040,atlantic,542730,0.47117351169089605
210,1942,1945,germany,axis,114400,427270,1064930,pacific,541670,0.7888012996843097
211,1942,1946,united_states,allies,1053850,644740,1674100,european,1698590,0.3795736463772894
212,1940,1946,poland,allies,1040930,583100,1810080,asia,1624030,0.3590450915315604
213,1942,1946,japan,axis,172030,597300,2722880,eastern_front,769330,0.7763898457099034
214,1939,1946,china,allies,1185130,157110,3459310,eastern_front,1342240,0.11705060197878174
215,1940,1945,germany,axis,1424300,795190,118750,european,2219490,0.358276000342421
216,1940,1945,italy,axis,445370,911210,732010,european,1356580,0.671696472010497
217,1941,1945,soviet_union,allies,1317330,686130,4734310,north_africa,2003460,0.3424725225360127
218,1941,1946,united_states,allies,708170,550370,952490,asia,1258540,0.4373083096286173
219,1941,1945,japan,axis,525180,1188030,2590020,north_africa,1713210,0.6934526415325617
220,1942,1946,united_kingdom,allies,226400,428060,3706730,atlantic,654460,0.6540659474987012
221,1939,1946,france,allies,907430,622060,3191910,pacific,1529490,0.40671073364324056
222,1939,1945,canada,allies,1473830,978090,4928850,north_africa,2451920,0.3989077947078208
223,1941,1945,united_states,allies,1048369,868720,4310830,pacific,1917089,0.45314536779460945
224,1940,1946,italy,axis,1103030,1099090,1150150,eastern_front,2202120,0.4991054075163933
225,1939,1945,united_states,allies,504450,879650,2229000,atlantic,1384100,0.6355393396430894
226,1939,1945,poland,allies,1172810,780790,305440,pacific,1953600,0.39966728091728093
227,1939,1946,italy,axis,824290,708500,4861230,pacific,1532790,0.46222900723517246
228,1940,1945,japan,axis,644100,1172470,228790,european,1816570,0.6454306742927606
229,1939,1946,italy,axis,729470,260829,2507590,atlantic,990299,0.2633840890478532
230,1939,1945,germany,axis,955780,140540,1463300,pacific,1096320,0.1281924985405721
231,1942,1946,germany,axis,341570,1189380,3756630,north_africa,1530950,0.7768901662366504
232,1939,1946,soviet_union,allies,1087360,591340,1875430,eastern_front,1678700,0.3522606779055221
233,1942,1946,soviet_union,allies,802630,25460,4210510,asia,828090,0.030745450373751645
234,1940,1945,germany,axis,577600,935540,3954350,atlantic,1513140,0.6182772248437025
235,1940,1945,france,allies,75660,1154600,1734990,pacific,1230260,0.9385008047079479
236,1939,1945,china,allies,840490,1124560,758290,european,1965050,0.5722806035469835
237,1939,1946,china,allies,205050,1034060,2508540,pacific,1239110,0.8345183236355126
238,1940,1945,poland,allies,553280,561190,2499710,asia,1114470,0.5035487720620564
239,1941,1946,france,allies,389370,725350,201210,eastern_front,1114720,0.6507015214583034
240,1939,1945,japan,axis,1487180,854690,4372840,eastern_front,2341870,0.3649604802999313
241,1941,1946,canada,allies,927030,768590,3194080,atlantic,1695620,0.4532796263313714
242,1940,1945,italy,axis,1492590,77610,3903160,pacific,1570200,0.04942682460833015
243,1940,1945,poland,allies,450300,627030,2026620,atlantic,1077330,0.5820222216034084
244,1939,1946,united_kingdom,allies,660750,762620,4028000,asia,1423370,0.5357847924292348
245,1940,1945,china,allies,1254160,174830,3672640,atlantic,1428990,0.12234515287020903
246,1941,1946,japan,axis,1171190,865810,4183279,pacific,2037000,0.42504172803141876
247,1940,1945,united_states,allies,184850,1151440,4331820,north_africa,1336290,0.8616692484415808
248,1939,1945,france,allies,1299400,289400,4597840,asia,1588800,0.18215005035246726
249,1942,1946,japan,axis,899070,368580,2620110,north_africa,1267650,0.2907584901195125
250,1942,1946,soviet_union,allies,56270,875130,1812890,european,931400,0.9395855701095126
251,1940,1946,france,allies,796230,188400,2851170,pacific,984630,0.1913409097833704
252,1941,1946,japan,axis,1494970,99460,2294050,eastern_front,1594430,0.06237965918855014
253,1940,1946,united_kingdom,allies,788120,723240,3746110,asia,1511360,0.47853588820664833
254,1940,1945,italy,axis,416170,437390,573490,north_africa,853560,0.5124302919536998
255,1942,1945,soviet_union,allies,1300470,747220,2445010,eastern_front,2047690,0.36490875083630825
256,1939,1946,china,allies,168170,314090,2808620,asia,482260,0.6512876871397172
257,1939,1946,canada,allies,878350,361620,1907350,north_africa,1239970,0.29163608796987023
258,1940,1946,united_states,allies,1342620,771220,3396440,eastern_front,2113840,0.3648431290920789
259,1939,1946,japan,axis,1286920,705320,1896090,pacific,1992240,0.35403365056418906
260,1939,1945,canada,allies,797380,673110,1726650,north_africa,1470490,0.45774537739120974
261,1939,1945,france,allies,603780,1144180,266040,asia,1747960,0.6545801963431658
262,1941,1946,china,allies,270440,424930,2121500,pacific,695370,0.6110847462501977
263,1942,1945,poland,allies,460130,131100,1816380,atlantic,591230,0.2217411159785532
264,1942,1946,poland,allies,428400,244770,2106560,asia,673170,0.3636080039217434
265,1939,1945,france,allies,998990,1000080,2647920,european,1999070,0.5002726267714487
266,1939,1946,france,allies,103320,851100,1509290,european,954420,0.8917457723015025
267,1941,1946,poland,allies,636650,480410,1162210,atlantic,1117060,0.43006642436395537
268,1940,1945,united_states,allies,235860,911090,4839560,atlantic,1146950,0.7943589520031388
269,1942,1946,france,allies,81810,8070,3367220,north_africa,89880,0.0897863818424566
270,1941,1946,soviet_union,allies,70460,517620,616740,north_africa,588080,0.8801863692014692
271,1941,1945,canada,allies,769590,345730,1499840,eastern_front,1115320,0.3099827852096259
272,1941,1946,japan,axis,898780,148250,4733610,asia,1047030,0.14159097638081047
273,1940,1946,poland,allies,1316540,474830,1359590,asia,1791370,0.2650652852286239
274,1940,1946,italy,axis,1415830,1077470,3727430,asia,2493300,0.4321461516865199
275,1940,1945,soviet_union,allies,130169,210910,1079930,north_africa,341079,0.6183611421400907
276,1941,1945,united_kingdom,allies,1204710,119600,4871000,north_africa,1324310,0.09031118091685482
277,1940,1946,soviet_union,allies,809960,15050,2082750,european,825010,0.01824220312481061
278,1941,1946,germany,axis,759010,957020,1284090,atlantic,1716030,0.5576942128051374
279,1941,1946,poland,allies,897490,390500,4472680,atlantic,1287990,0.30318558373900417
280,1939,1946,soviet_union,allies,653740,611950,2665020,atlantic,1265690,0.4834912182287922
281,1942,1945,poland,allies,1338830,1062680,4700770,eastern_front,2401510,0.4425049239853259
282,1939,1945,china,allies,1447090,751450,2227310,asia,2198540,0.34179500941533925
283,1942,1945,poland,allies,193910,761870,4850620,european,955780,0.7971185837745087
284,1940,1945,canada,allies,858240,718990,520409,eastern_front,1577230,0.45585615287561104
285,1942,1946,france,allies,187210,624550,2556570,north_africa,811760,0.7693776485660786
286,1942,1945,canada,allies,1328400,587640,4554390,asia,1916040,0.30669505855827645
287,1941,1946,poland,allies,413070,398470,3257920,atlantic,811540,0.4910047563890874
288,1941,1946,france,allies,807610,1135710,2818620,asia,1943320,0.584417388798551
289,1942,1945,france,allies,1203830,643090,3669380,asia,1846920,0.3481959153617915
290,1939,1946,germany,axis,1439400,452060,2256700,north_africa,1891460,0.23900056041364873
291,1942,1945,france,allies,1273410,705080,4471460,north_africa,1978490,0.3563727893494534
292,1941,1945,france,allies,997390,695200,1333020,pacific,1692590,0.4107314825208704
293,1941,1946,japan,axis,599250,11380,4914960,pacific,610630,0.01863649018227077
294,1942,1945,china,allies,875470,710830,133890,north_africa,1586300,0.44810565466809554
295,1939,1946,germany,axis,1451150,424650,3264050,european,1875800,0.2263834097451754
296,1942,1945,france,allies,1483340,1085900,3226410,european,2569240,0.42265417010477807
297,1942,1946,canada,allies,878500,207190,755530,asia,1085690,0.19083716346286694
298,1940,1946,france,allies,1249820,792320,3049640,european,2042140,0.38798515282987456
299,1939,1946,canada,allies,798560,377440,524950,european,1176000,0.32095238095238093
300,1941,1946,united_kingdom,allies,884280,1092950,3856080,european,1977230,0.5527682667165681
301,1939,1946,italy,axis,925290,1167430,3343930,north_africa,2092720,0.5578529378034328
302,1940,1945,united_states,allies,142600,664110,798550,asia,806710,0.8232326362633412
303,1941,1946,poland,allies,641700,612540,3914480,asia,1254240,0.48837543053960963
304,1942,1945,united_states,allies,1303980,472120,1128180,european,1776100,0.2658183660829908
305,1942,1946,japan,axis,608750,146310,4425690,european,755060,0.193772680316796
306,1940,1946,united_kingdom,allies,92160,1136110,1489750,atlantic,1228270,0.924967637408713
307,1940,1945,italy,axis,310950,592740,4983440,pacific,903690,0.6559107658599741
308,1942,1946,soviet_union,allies,192720,444350,3280430,atlantic,637070,0.6974900717346603
309,1939,1945,united_kingdom,allies,59250,767490,3930750,north_africa,826740,0.9283329704622977
310,1941,1946,poland,allies,1393610,495490,2424360,north_africa,1889100,0.262288920650045
311,1939,1946,italy,axis,1330530,1050170,4573300,eastern_front,2380700,0.4411181585248036
312,1939,1945,japan,axis,87920,971400,3085670,north_africa,1059320,0.9170033606464525
313,1939,1945,canada,allies,1142070,107790,3744230,asia,1249860,0.08624165906581537
314,1941,1945,soviet_union,allies,701820,839410,2175930,pacific,1541230,0.5446364267500633
315,1939,1945,china,allies,676390,716210,4006040,pacific,1392600,0.5142969984202211
316,1941,1946,japan,axis,634770,882340,3459720,european,1517110,0.5815926333621161
317,1939,1946,poland,allies,752030,1152970,3265670,asia,1905000,0.6052335958005249
318,1939,1945,japan,axis,1291960,504120,851800,eastern_front,1796080,0.28067792080530934
319,1942,1945,italy,axis,1019620,1104650,4928800,pacific,2124270,0.5200139341985718
320,1942,1946,united_kingdom,allies,95920,1076880,339410,pacific,1172800,0.9182128240109141
321,1941,1946,japan,axis,1128690,628520,4432540,eastern_front,1757210,0.3576806414714235
322,1940,1946,poland,allies,185820,483810,1337130,pacific,669630,0.7225034720666637
323,1941,1945,france,allies,1073920,97000,298940,north_africa,1170920,0.08284084309773511
324,1940,1945,canada,allies,1191120,8630,2211730,north_africa,1199750,0.007193165242758908
325,1941,1945,japan,axis,997140,257980,2781950,european,1255120,0.20554209956020142
326,1942,1946,italy,axis,834870,90690,3606720,eastern_front,925560,0.097983923246467
327,1939,1945,japan,axis,499320,440050,4577190,asia,939370,0.46845226055760775
328,1941,1946,italy,axis,899600,995950,757550,asia,1895550,0.5254147872649099
329,1939,1945,united_states,allies,763440,1050830,4075170,atlantic,1814270,0.5792026545111808
330,1939,1946,soviet_union,allies,296410,1122740,4796620,pacific,1419150,0.7911355388789064
331,1940,1945,poland,allies,373230,405910,4382820,atlantic,779140,0.5209718407474908
332,1939,1945,italy,axis,264580,1063390,3433030,eastern_front,1327970,0.8007635714662229
