event_id,start_year,end_year,country,alliance,casualties_mil_k,casualties_civ_k,military_personnel_k,front,total_casualties_k,casualty_ratio
173,1917,1919,united_kingdom,allied_powers,454.0,173.91,2456.57,balkans,627.91,0.255604358923214
174,1916,1918,belgium,allied_powers,372.79,165.45,1692.32,middle_east,538.24,0.3180485960102108
175,1917,1919,ottoman_empire,central_powers,287.54,250.09,490.19,western_front,537.63,1.0967788000571208
176,1917,1918,germany,central_powers,823.35,337.65,2904.97,balkans,1161.0,0.3996598932174859
177,1915,1919,france,allied_powers,762.57,55.93,2187.52,balkans,818.5,0.3741680076067876
178,1914,1918,united_states,allied_powers,782.66,200.11,2873.21,balkans,982.77,0.3420460042948479
179,1914,1919,ottoman_empire,central_powers,497.32,465.42,1172.95,balkans,962.74,0.8207851997101325
180,1916,1919,united_states,allied_powers,822.98,222.74,1271.09,air,1045.72,0.822695481830555
181,1914,1919,germany,central_powers,297.55,228.21,2508.42,naval,525.76,0.2095980736878194
182,1916,1919,united_states,allied_powers,659.76,211.63,462.88,air,871.39,1.8825397511234008
183,1914,1918,united_kingdom,allied_powers,124.6,378.61,250.51,eastern_front,503.21,2.008742165981398
184,1917,1919,united_states,allied_powers,6.94,331.21,84.96,western_front,338.15,3.980108286252354
185,1914,1919,france,allied_powers,134.86,115.56,1603.05,italian_front,250.42,0.1562147156982003
186,1914,1919,serbia,allied_powers,891.22,135.9,2067.92,naval,1027.12,0.4966923285233471
187,1917,1919,united_kingdom,allied_powers,75.33,507.28,1952.48,air,582.61,0.2983948619192002
188,1914,1918,austria-hungary,central_powers,831.82,410.82,877.1,balkans,1242.64,1.416759776536313
189,1915,1919,serbia,allied_powers,677.28,427.77,1224.97,western_front,1105.05,0.9021037249891832
190,1915,1919,germany,central_powers,451.21,584.61,208.4,africa,1035.82,4.970345489443377
191,1916,1919,austria-hungary,central_powers,442.05,213.81,2826.37,africa,655.86,0.2320502977317195
192,1917,1918,france,allied_powers,241.91,228.31,2362.48,middle_east,470.22,0.1990366056008939
193,1914,1918,united_states,allied_powers,685.45,61.79,307.53,western_front,747.24,2.4298117256853
194,1917,1918,italy,allied_powers,84.66,359.03,1007.07,western_front,443.69,0.4405751338040056
195,1917,1918,ottoman_empire,central_powers,125.82,181.03,1504.72,balkans,306.85,0.2039249827210378
196,1917,1919,italy,allied_powers,849.86,432.68,1512.62,air,1282.54,0.8478930597241872
197,1915,1919,italy,allied_powers,342.52,517.39,1348.66,western_front,859.91,0.6376032506339625
198,1916,1918,germany,central_powers,871.88,175.22,2100.13,air,1047.1,0.4985881826363129
199,1916,1919,italy,allied_powers,838.93,120.28,2991.93,middle_east,959.21,0.3205990781869897
200,1917,1918,france,allied_powers,606.01,83.94,943.36,air,689.95,0.7313750848032565
201,1917,1918,serbia,allied_powers,481.4,554.14,2615.42,air,1035.54,0.3959364079191869
202,1916,1918,italy,allied_powers,582.65,27.06,2951.64,eastern_front,609.7099999999999,0.2065665189521757
203,1914,1918,russia,allied_powers,672.42,335.02,2078.61,eastern_front,1007.44,0.4846700439235835
204,1917,1918,united_states,allied_powers,266.59,552.37,303.27,africa,818.96,2.7004319583209684
205,1917,1918,united_states,allied_powers,394.91,418.21,990.78,air,813.12,0.8206867316659602
206,1914,1918,germany,central_powers,464.88,331.37,1026.42,africa,796.25,0.7757545644083318
207,1917,1918,ottoman_empire,central_powers,663.91,529.92,1376.25,italian_front,1193.83,0.8674514078110808
208,1915,1918,serbia,allied_powers,719.75,322.36,1129.09,middle_east,1042.11,0.922964511243568
209,1917,1919,serbia,allied_powers,313.78,507.39,1871.22,naval,821.17,0.4388420388837229
210,1915,1919,austria-hungary,central_powers,165.56,416.22,1556.93,eastern_front,581.78,0.3736712633194812
211,1917,1919,belgium,allied_powers,499.87,294.04,463.87,italian_front,793.9100000000001,1.711492444003708
212,1916,1918,russia,allied_powers,867.48,303.51,1510.16,air,1170.99,0.775407903798273
213,1917,1919,serbia,allied_powers,716.5,132.71,146.45,italian_front,849.21,5.798634346193241
214,1917,1919,austria-hungary,central_powers,741.13,220.43,2476.7,eastern_front,961.56,0.3882424193483264
215,1917,1918,united_kingdom,allied_powers,237.27,517.39,306.6,balkans,754.66,2.4613829093281145
216,1916,1919,russia,allied_powers,725.09,342.26,1620.23,italian_front,1067.35,0.6587644963986594
217,1916,1919,germany,central_powers,826.97,595.5,2607.79,middle_east,1422.47,0.5454695355070769
218,1916,1918,germany,central_powers,569.53,376.87,1156.76,naval,946.4,0.8181472388395172
219,1916,1919,italy,allied_powers,3.22,464.59,2211.54,air,467.81,0.2115313311086392
220,1917,1918,united_states,allied_powers,291.26,170.51,1664.57,naval,461.77,0.2774109830166349
221,1916,1918,united_states,allied_powers,112.69,514.66,1351.79,western_front,627.3499999999999,0.4640883569193439
222,1915,1919,france,allied_powers,226.1,223.42,2716.21,italian_front,449.52,0.1654953041186064
223,1916,1918,france,allied_powers,192.87,47.22,1801.35,naval,240.09,0.1332833708052294
224,1916,1918,united_states,allied_powers,206.82,54.05,2427.57,naval,260.87,0.1074613708358564
225,1915,1919,france,allied_powers,507.4,366.39,534.14,italian_front,873.79,1.6358819785075074
226,1915,1919,france,allied_powers,126.87,74.33,2203.53,air,201.2,0.0913080375579184
227,1915,1918,russia,allied_powers,541.3,432.85,890.52,middle_east,974.15,1.0939114225396398
228,1915,1919,russia,allied_powers,347.91,145.03,1932.34,middle_east,492.94000000000005,0.2551000341554799
229,1916,1918,italy,allied_powers,614.96,457.75,2865.64,naval,1072.71,0.3743352270347985
230,1914,1919,united_kingdom,allied_powers,456.44,377.33,1528.09,balkans,833.77,0.5456288569390546
231,1914,1918,austria-hungary,central_powers,460.66,122.32,2433.78,middle_east,582.98,0.2395368521394702
232,1914,1919,united_kingdom,allied_powers,78.51,260.97,1387.45,naval,339.48,0.2446790875346859
233,1915,1918,united_kingdom,allied_powers,447.28,208.35,1575.81,western_front,655.63,0.416059042651081
234,1916,1918,ottoman_empire,central_powers,471.94,158.14,2926.4,western_front,630.0799999999999,0.2153089119737561
235,1916,1918,italy,allied_powers,230.35,62.19,1743.04,air,292.54,0.1678332109418028
236,1914,1918,united_kingdom,allied_powers,328.21,552.18,577.93,western_front,880.3899999999999,1.5233505787898187
237,1917,1918,ottoman_empire,central_powers,244.86,47.19,1149.78,africa,292.05,0.2540051140218128
238,1914,1919,austria-hungary,central_powers,295.24,332.08,73.51,eastern_front,627.3199999999999,8.533804924500066
239,1916,1918,serbia,allied_powers,898.01,465.64,2210.77,air,1363.65,0.6168212885103381
240,1917,1918,united_kingdom,allied_powers,2.31,394.55,2554.57,balkans,396.86,0.1553529556833439
241,1915,1919,germany,central_powers,84.63,552.8,2697.0,air,637.43,0.2363477938450129
242,1917,1918,ottoman_empire,central_powers,533.11,37.84,2004.21,eastern_front,570.95,0.2848753374147419
243,1916,1919,united_states,allied_powers,211.02,566.16,451.53,africa,777.18,1.7212145372400505
244,1915,1919,ottoman_empire,central_powers,482.8,578.8,662.53,air,1061.6,1.6023425354323575
245,1914,1918,serbia,allied_powers,194.3,514.02,487.56,italian_front,708.3199999999999,1.4527852982197065
246,1914,1919,united_kingdom,allied_powers,769.29,333.79,1672.86,middle_east,1103.08,0.6593976782277058
247,1915,1918,russia,allied_powers,179.12,240.65,2074.54,western_front,419.77,0.2023436520867276
248,1914,1918,united_states,allied_powers,83.69,508.44,2436.22,eastern_front,592.13,0.2430527620658233
249,1915,1919,united_kingdom,allied_powers,615.21,104.1,683.41,naval,719.3100000000001,1.052530691678495
250,1915,1918,united_states,allied_powers,794.62,287.68,308.78,balkans,1082.3,3.505084526199884
251,1915,1918,united_states,allied_powers,703.51,206.75,1718.67,naval,910.26,0.5296304700727889
252,1914,1919,austria-hungary,central_powers,727.98,283.27,1104.43,balkans,1011.25,0.9156306873228724
253,1915,1918,russia,allied_powers,762.01,478.54,1096.67,middle_east,1240.55,1.1311971696134662
254,1916,1919,serbia,allied_powers,128.75,569.05,2518.26,western_front,697.8,0.2770960901574896
255,1917,1918,russia,allied_powers,197.71,316.11,52.02,eastern_front,513.82,9.877354863514034
256,1916,1918,united_kingdom,allied_powers,528.36,550.38,2334.38,africa,1078.74,0.4621098535799655
257,1917,1918,italy,allied_powers,878.3,439.55,1338.76,africa,1317.85,0.9843810690489706
258,1916,1918,austria-hungary,central_powers,115.49,437.43,2848.92,italian_front,552.92,0.1940805638627971
259,1914,1918,serbia,allied_powers,843.08,84.82,2248.76,africa,927.9,0.4126274035468436
260,1914,1919,austria-hungary,central_powers,225.34,41.14,807.14,air,266.48,0.3301533810739153
261,1917,1919,united_states,allied_powers,316.76,225.52,2494.98,italian_front,542.28,0.2173484356588028
262,1914,1918,italy,allied_powers,856.54,44.98,551.81,middle_east,901.52,1.6337507475399142
263,1914,1919,ottoman_empire,central_powers,546.98,260.8,207.99,air,807.78,3.88374441078898
264,1916,1919,france,allied_powers,354.22,330.02,1498.3,middle_east,684.24,0.4566775679102983
265,1914,1919,france,allied_powers,187.05,383.1,2932.32,air,570.1500000000001,0.1944364871501064
266,1917,1919,france,allied_powers,349.39,222.93,1175.26,air,572.3199999999999,0.4869730953150791
267,1917,1919,austria-hungary,central_powers,56.41,451.46,2019.03,middle_east,507.87,0.2515415818487095
268,1917,1918,belgium,allied_powers,869.1,412.4,2812.27,western_front,1281.5,0.4556817090819871
269,1914,1919,france,allied_powers,156.42,590.63,2917.89,western_front,747.05,0.2560240447720784
270,1914,1919,serbia,allied_powers,288.45,436.4,2431.66,balkans,724.8499999999999,0.2980885485635327
271,1916,1919,serbia,allied_powers,470.78,252.05,1272.61,air,722.8299999999999,0.5679901933821044
272,1914,1918,belgium,allied_powers,790.23,158.85,1981.62,eastern_front,949.08,0.4789414721288643
273,1915,1919,serbia,allied_powers,613.05,241.33,1217.59,naval,854.38,0.7016976157819956
274,1917,1919,italy,allied_powers,280.54,505.79,2581.79,africa,786.33,0.3045677611269701
275,1917,1919,serbia,allied_powers,169.95,127.23,2480.71,middle_east,297.18,0.1197963486259982
276,1914,1918,belgium,allied_powers,122.95,510.85,2644.03,eastern_front,633.8000000000001,0.2397098368777964
277,1915,1918,united_states,allied_powers,826.31,422.93,858.23,balkans,1249.24,1.4556004800577933
278,1914,1918,united_states,allied_powers,402.05,576.33,1450.02,balkans,978.38,0.6747355208893672
279,1916,1918,ottoman_empire,central_powers,147.45,343.57,2896.51,middle_east,491.02,0.1695212514370742
280,1916,1919,united_states,allied_powers,582.99,360.88,74.97,western_front,943.87,12.589969321061758
281,1916,1919,united_states,allied_powers,197.17,181.64,1585.88,naval,378.81,0.2388642268015234
282,1914,1919,france,allied_powers,58.39,593.02,1939.75,middle_east,651.41,0.3358216264982601
283,1916,1918,united_kingdom,allied_powers,364.28,192.09,462.79,italian_front,556.37,1.202208345037706
284,1917,1919,serbia,allied_powers,734.6,206.23,2154.44,naval,940.83,0.4366935259278513
285,1916,1918,france,allied_powers,116.02,155.56,2434.61,italian_front,271.58,0.1115496937907919
286,1915,1919,ottoman_empire,central_powers,335.14,351.55,1418.09,balkans,686.69,0.4842358383459442
287,1914,1919,ottoman_empire,central_powers,269.22,32.91,2570.01,balkans,302.13,0.1175598538527087
